id,followers,genres,name,popularity
301lG1ScOXGVn9EWoUZ4vB,1.0,[],Francinne Misaka,1
3K2zJlW2gvWEasfCd5Xija,2.0,[],Cicily Abraham,0
4BQ7lj6hkAIGutjpVBoKmL,0.0,[],Tonoko,0
50zzW58thQSMnrsuwzlCwC,0.0,[],Manjit Kartarpuri,0
59FlPOf7mOc3hL87EFmDf1,9.0,[],Aayush Mann,0
6aLeiCZ1deolYaOHBMWxoP,0.0,[],iano Ranking,2
3r0NbTTxtCBUyxcIR4prXr,66016.0,"['pinoy hip hop', 'tagalog rap']",Jr Crown,59
25A5LqeSK0yH4ks5fGxbI2,426.0,[],Sava,63
6xNUn9epduXbZmCgsxutSx,1720.0,['uk drill'],BM X MINI,63
0gPYmulHN3cgyEcyHqs8ba,7.0,[],Jamilan,0
3EmxfPhGOU6gqMpJJesxCz,3.0,[],Collins Efe,0
3ZRQIGHJBTcazpAR08Ewx8,3.0,[],Eddy Raveland,0
3Zo0v9oP1wANLZFC6L7GwJ,1.0,[],Gulfam Mustafa,0
0dmerIRsQbjUtYkXgvYo6V,0.0,[],Sarfaraz Khan,0
0odOKN3NjlNxypmdALlHE8,8.0,[],HashemMalkawi,0
0xuBublHjYVqDWg1gnyfi5,1.0,[],양남진,8
0y1o7uM0ES2vWXs7uwcHaI,3.0,[],ДОГГИ,0
13jtsTg2mY8uIrAO8kawTG,0.0,[],BoyEMJ,0
1G9ZLWujUd4e58V7IqbBus,0.0,[],iSamuel,0
1T1iY8Rt1VHKRoO2dDCBVJ,1.0,[],Jyotirmayee,0
1o0WrmMKbUfgfQghod2QJH,1.0,[],Ibrahim Aljneibi,0
2KewEocognk3bL1lQZe45G,10609.0,[],C2d,58
2al4J14a2Q3LJHaxPJfxhA,24.0,[],Bumby,0
2cu8gKkDy2b50NmHa5hYjb,0.0,[],Unkn0wn4rtixt,0
2gGFFoizdSvguephIKTOEN,41.0,[],wasted talent,3
2qqnruS2pDbFA4lOJgu2SX,0.0,[],Parth Srivastava,0
2u3rCmZ7YBfEeq6p9I5kYD,4.0,[],Murder Key,1
30r5AIJ2ivyhBNz2akSAhU,23.0,[],Malik Antoni,0
34gYMt15Ki20Ie421g1QCF,2.0,[],Jaan Dhammi,0
08MZjMj5fS2BWMykxI6Q6c,33.0,[],Rania Kostaki,24
3PYnSZxzWOF9c8caH1JvUG,332.0,[],8ll,24
0siMGW0usKCoFTh5kyZIZ4,124.0,[],Benja,24
2XTg7bjSS6aFDPzJyCZH2D,10.0,[],Donalds,23
76GU6UN33eZc7fCVRZ2oJW,158.0,[],CJXY,23
7793uzhLMLFDClV4Imd6G1,841.0,[],SNOWPACK,23
4JAaeZsXOEyueMTdx5FFL2,10.0,[],Hakob,24
05TM6Glg3rhABPhe9KTzLu,14.0,[],Quadrilha Santa Teresinha,1
05V4K19VvMTwj93U3MTXdb,34.0,[],Sinapsis Band,0
0E3BCiUrbtxnDXNNccE7cq,0.0,[],Lev Kuznetsov,0
07mT0QkQqhgqOxJNiHytA0,1.0,[],Чиль,0
08ALfZ3DZyzOpVqkzjL4CH,13.0,[],OG PoohDollaz,0
08M5IPuCaZ9h8NrRXTfBZp,5.0,[],Nasa Nico,0
033ILCMVViJcj4qk0KStDa,0.0,[],Prabhleen Sandhu,0
0349sopNfpgPZ922ysfsy1,0.0,[],Madken,0
034I93yj4oItrwW0YK6HWp,173.0,[],रिंगटोन,0
034LKuiaTdmNJpnlJp2sr9,0.0,[],네임제이,0
036si8vS5Gb2pj5QKRdu5i,36.0,[],2-4 Grooves feat. Flip da Scrip,0
037VJ1rGCVBQksogfn07JG,0.0,[],Rosero Emil,0
038Pw1X9k2uCQ6m9HiTiXM,19.0,[],Wooden Rings,0
03Bxo9Qt5Ylcc7RiPzVpcM,5.0,[],Raimo De Felipe,0
03CRSehxfaNaAihy0pIVbd,0.0,[],Aera Cura,0
03FUQM1Ol7SIFdPpr0oM4m,1.0,[],Debbie Loh,0
03HPzTbqd0OO6XO4cYqt0O,0.0,[],Bull Tribe,0
03HbS9oxb1JLEwKxHw6otY,1.0,[],Rutger Hoedemaekers,0
03JHiSK5tUWdqkAYpJDmZg,5.0,[],Stories In Trance Presents,0
03JdjsuXlR9CncfUOOuMte,6.0,['indie hidalguense'],Panic Sweet,0
03JxQEdQvIOO8rYtJJCPos,0.0,[],de Kompeneej,0
03Kfpd38tmOZXWjSjKpwPJ,1.0,[],Cetali,0
03Lht5Xxl3AIDEBwCusFlA,6.0,[],Sandor,0
03MuqwxKmmIQlhn4f89Qpj,10.0,[],Jesse Mariah Williams,0
03MwriVfmk4mlfWZEwS8M9,0.0,[],Istvan Oszkar,0
03QCtbsyT4U2DtBDUPLHxG,13.0,[],Girgiti,0
03TtPiRLDr8tb6VuAPtuW3,0.0,[],Nina Kaliuzhna,0
03VgyS10PqFiiFmhCOvggC,0.0,[],Boski 3x,0
03Wde4G1lgw3EvkrnkMpEC,0.0,[],Calvin Wilson,0
03WlegOJiCENpv2E1QV9Be,0.0,[],T Maja & L.O.Y.A.L.E.,0
03WuHJBU1bQ2OvTGBLXpwX,0.0,[],Safeer Kollam,0
03WwbwduAlGHE7n0GbkBQF,1.0,[],Nikša,0
03YEJQFbUCWKwhw6QPCy2o,34.0,[],This Place,0
03YmZ0PDZ8dlq05F0ojWV6,2.0,[],Färdas,0
03YoTLzmKtrgbr9irM1DuK,15.0,[],Ostaba,0
03ZTIC6rQ44auEYoNEjflu,4.0,[],Uvaldo y Sus Cautivos del Norte,0
03e9Efpg1iuZFHpf3WfFbp,0.0,[],Vjoletë Kukaj,0
03fsmnfmijO6LDwTHkt4pK,0.0,[],Asså Charris,0
03gr0xqWUs03XDEmTT5BwE,0.0,[],Jacob Ambadan,0
03gvKThXKpD4fFdnEh4lrP,0.0,[],Chandermani,0
03l93VbLR8FF8ojDDrskji,0.0,[],Angelina Segura,0
03liKy3E1Il66TXcMSssNn,0.0,[],Shonna Stallworth,0
03ouMYEy4CuGIKCTNZTYwW,0.0,[],Traffic Anand,0
03piJrxzd3ciKtzyJbjk90,1.0,[],Tsabeat Vs SpazZz,0
03sJt5CJA0Yrkn02lKwNyG,1.0,[],Soundcruz,0
03sL1097NXrT3uwILAyQCZ,1.0,[],Eric Beasley,0
03uP1bHH1m41GxKccZB5xt,0.0,[],"Kirbside, Ray Ray & Grove",0
03ukdMKR6oWA6seWcjGYwo,9.0,[],北沢麻衣,0
03vSrSMuitOlgLoA6WT6Jx,0.0,[],Rabi Bagdi,0
03wwKnLmXEoLf1wyVbJO49,0.0,[],Sukumar Burman,0
320IRZ1nffhXLLcs2CSX20,56302.0,"['comedy', 'comic', 'haitian gospel', 'new comedy']",Anthony Jeselnik,48
04hZpWafiOIBBaSNws3biT,0.0,[],Mi*izu Orchestra,0
02Wui4dSNtotPNty9KujjS,0.0,[],Raphael Lafayette,0
0F55iBmNDhfNY0D8bQJIWN,0.0,[],Kaiia,0
0HVd2NI0cxifx2L5SgoDw5,6.0,[],Amahiru,0
0AXhzThzJNWlDkz9i5wt8k,96.0,[],Antoine Gibson,0
0AZ2SjFG74wuRFUp6PDgAE,42.0,[],Max Redding & the Dogwood Gospel,1
0AbA7z4tGnjQiES3nNnJj1,4.0,[],Stroke,0
0Ad9EFd1mxpINU0zZsnBQP,1.0,[],ボールプール,0
0AdHVkcWZUOeDHywvKw9Xa,0.0,[],KINGPIN SILVERBACK,0
0AfUbQ4javJtqjAvEMKBFK,13.0,[],Shawn Musiq,0
0AgR3ydxfJYRUKF6grHQuS,1.0,[],Jose2x,0
0Agu6yBJdgSHN3OXfsMtBd,0.0,[],大玉阿哥,0
0Ai91vAFNWZxhn9vJ0PAP0,1.0,[],Dj Max El Legendario,0
0AiSweXW1fLs2CcWLpdg52,0.0,[],JrZy,0
0Aiuv9sTlpR4KaGu3eWnPw,9.0,[],Araz Rafail,0
0Al1neo11fixKK41diFws6,1.0,[],Ray Of Sound,0
0AlYvYUBLgrXxwJl5iUlNd,125.0,[],Sophie Scholl,0
0AofXsKSQ8CuxHl2phmbTb,1.0,[],Conyer Clayton,0
0AppEYK0ilWWZfXZGXMTzY,5.0,[],DeeOhh,0
0AqWL048HfFLKxZPKSq1LU,0.0,[],Slick Series,0
0AsBgDAOTvlXe5e0vHeA07,10.0,[],3am,0
0AsR2x9XkqoauFn7AsOzjb,4.0,[],Rickdiow,0
089mK3lSTjTt3NP1EYnHUT,0.0,[],Massimo Degli Innocenti,0
2vGy3RFedNqAMIk4DGebnR,2.0,[],xde,5
3LrK8cGD7FQaktvzvaAR3s,2.0,[],Baks Bondy,6
3dzTImUFRRJUNUFiuu0Tzr,41.0,[],LocallyCopped,5
3oI750OHVcgb1Pv3zaB7Xy,46.0,[],Tom Jeffrey,7
2mnD3lfc9infcjV6vHIV6b,9.0,[],La Roscada,0
6ML6W6KnWuN4PhzVRDI3PA,706.0,[],Charles Stanley,3
38wtgSBaCeiA3hxkWuYvwy,164.0,[],Uama,1
2TPSrYAEwDwaru13NuJYVI,4.0,[],Dolores Cava,7
1gjDYTQtjIUuGBOLnwjz96,73.0,[],Victor Carrión,9
4662l1ZmSwzD5gDGF0I5uu,165.0,[],Brusa y los Bombones de Murano,6
3aqU2gqfD0iH93x9KcmT3B,395.0,[],Don Carlos,16
6hC3tI1R7sHgplEYPviFZY,342.0,['vintage tango'],Carlos Acuña,14
0ILH1dJHi09i2y3kfnj81w,332.0,[],Leopoldo Federico y su Orquesta Tipica,13
1QeDg5lxB9DDmYpEDeCSqU,1513.0,['folklore argentino'],Adolfo Abalos,9
4YodKr9jquVtUcSmB0gQEf,1338.0,[],Jorge López Ruiz,13
2VhvpyL5hj1YE4SYvIsUks,760.0,['folklore argentino'],Los Andariegos,12
5cXfFsNEAbnAyDBb84sZ9J,813.0,[],Grupo Vocal Argentino,11
7AGlWsIaI9UeK7XxvUDpcC,419.0,['villancicos'],Los Arroyenos,15
7k6w5wp6OqLPchrLXo6RV0,3603.0,['house argentino'],Elio Riso,27
5wkCcDqHUaJbR79G5rEEpL,3920.0,['rock nacional'],La Cofradia De La Flor Solar,13
0Ow3u7upUsqBVCKjEDYWBs,1798.0,"['blues latinoamericano', 'rock nacional']",Pajarito Zaguri,11
0XRtBMgyBDVmBKAR2mqmR4,2421.0,"['tango', 'vintage tango']",Sexteto Tango,14
2Q594S3OGe8r6WFITrtuXl,84.0,[],Juan Ramon,16
6AETRCQep85mUtIlX7BaFV,20203.0,"['argentine rock', 'rock nacional']",Color Humano,25
6lnMsBUq3n28HaxwRJdXUZ,55.0,[],Aldo Kustin,27
1XSVGwcOBIdSrcGp4gRSgL,3250.0,"['blues latinoamericano', 'rock nacional']",Claudio Gabis,19
47fpeEBmobi7jkLjy4Kf0p,25456.0,"['argentine rock', 'rock nacional']",Miguel Abuelo,27
2MvoqSSTigBbfXWoSHGtgj,3055.0,['rock nacional'],Alejandro Medina,18
0PyBsZlcv8KxT5BsBFnmwG,788.0,['tango'],Domingo Cura,22
4LoFcBNitqIC130rvzS6BG,14494.0,"['argentine rock', 'rock nacional']",Porsuigieco,25
3PN8odvj48fnALdAsCKG3g,10400.0,"['italian progressive rock', 'rock nacional']",Crucis,22
